No,id,nama_perusahaan,status_kepemilikan,kelompok_jasa,bidang_jasa,kemampuan_jasa,sub_kemampuan_jasa,peringkat,kategori_keberpihakan,status_audit,provinsi,kabupaten
188,1254,PT INNOVASI MITRA NUSANTARA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pemboran ,Operasi Sumur Pemboran,Pemasangan Kepala Sumur,1,Tinggi,Belum Verifikasi,Banten,Tangerang
189,1265,PT Bakrie Construction,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Sipil,"Jalan Raya, Jalan Lingkungan",3,Tinggi,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
190,1265,PT Bakrie Construction,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Mekanikal & Elektrikal,"Instalasi Thermal, Bertekanan, Minyak, Gas, Geothermal ",3,Tinggi,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
191,1265,PT Bakrie Construction,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Bangunan Gedung,Jasa Pelaksana Konstruksi Bangunan Gudang Dan Industri,3,Tinggi,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
192,1265,PT Bakrie Construction,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Terintegrasi,Industri Manufaktur/Fabrikasi,"Penunjang Industri Minyak, Gas, Transportasi Dan Industri",3,Tinggi,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
193,1267,PT Control Systems Arena Para Nusa,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Mekanikal & Elektrikal,"Konstruksi Perpipaan Minyak, Gas, Energi ",3,Rendah,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
194,1267,PT Control Systems Arena Para Nusa,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Perbaikan Peralatan,Peralatan Katup,3,Rendah,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
195,1267,PT Control Systems Arena Para Nusa,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Pengoperasian Dan Pemeliharaan,Jasa Perakit Perekayasa Alat Ukur Minyak Dan Gas Bumi,3,Rendah,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
196,1286,PT Champion Kurnia Djaja Technologies,Perusahaan Modal Asing,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Pengoperasian Dan Pemeliharaan,Pembersihan Tangki (Tank Cleaning),3,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
197,1286,PT Champion Kurnia Djaja Technologies,Perusahaan Modal Asing,JASA NON KONSTRUKSI,Pengelolaan Limbah Pemboran Dan Produksi,Pengelolaan Limbah Produksi,Pengelolaan Limbah Air Terproduksi,3,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
198,1298,PT GRACE TECHNIC,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis, Pengujian Teknis,Pengujian Tak Merusak (Non Destructive Testing),3,Tinggi,Sudah Verifikasi,Kalimantan Timur,Kota Balikpapan
199,1298,PT GRACE TECHNIC,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Pengoperasian Dan Pemeliharaan,Pembersihan Pipa Penyalur,3,Tinggi,Sudah Verifikasi,Kalimantan Timur,Kota Balikpapan
200,1298,PT GRACE TECHNIC,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Perbaikan Peralatan,Peralatan Pemompaan,3,Tinggi,Sudah Verifikasi,Kalimantan Timur,Kota Balikpapan
